Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
java,cesiumlanguagewriter.advanced,ICesiumCartesian3ListOfListsValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartesian3ListOfListsValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumColorBlendModeValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumColorBlendModeValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumUnitSphericalValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumUnitSphericalValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumSphericalValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumSphericalValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumCartesian2ValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartesian2ValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteSamplesCallback,1,0,7,7,103,7,1,0,0.7142857142857143,19,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteSamplesCallback.java,10
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteSamplesCallback.Function,0,0,0,0,16,0,0,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteSamplesCallback.java,99
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteSamplesCallback.FunctionImpl,1,0,0,0,17,0,0,1,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteSamplesCallback.java,118
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptor,4,0,16,16,129,19,30,3,0.0,0,5,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptor.java,11
java,cesiumlanguagewriter.advanced,CesiumCartographicDegreesValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicDegreesValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicRectangleDegreesValuePropertyWriter,0,0,4,0,32,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicRectangleDegreesValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumCartesian3VelocityValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartesian3VelocityValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumRgbafValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumRgbafValuePropertyAdaptor.java,9
java,cesiumlanguagewriter.advanced,ICesiumUnitQuaternionValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUnitQuaternionValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,ICesiumRgbaValuePropertyWriter,0,0,4,0,32,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumRgbaValuePropertyWriter.java,10
java,cesiumlanguagewriter.advanced,CesiumFontValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumFontValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumUriValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumUriValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCornerTypeValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCornerTypeValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumVerticalOriginValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumVerticalOriginValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumSphericalListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumSphericalListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicRadiansListOfListsValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicRadiansListOfListsValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumBooleanValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumBooleanValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumDistanceDisplayConditionValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumDistanceDisplayConditionValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumCartographicDegreesListOfListsValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicDegreesListOfListsValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumColorBlendModeValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumColorBlendModeValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteCallback,1,0,7,7,97,7,1,0,0.7142857142857143,50,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteCallback.java,9
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteCallback.Function,0,0,0,0,13,0,0,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteCallback.java,94
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteCallback.FunctionImpl,1,0,0,0,17,0,0,1,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteCallback.java,110
java,cesiumlanguagewriter.advanced,ICesiumRgbafValuePropertyWriter,0,0,4,0,32,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumRgbafValuePropertyWriter.java,10
java,cesiumlanguagewriter.advanced,ICesiumArcTypeValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumArcTypeValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumShadowModeValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumShadowModeValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumClassificationTypeValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumClassificationTypeValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumUnitCartesian3ListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumUnitCartesian3ListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumStringValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumStringValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumCartographicRectangleRadiansValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicRectangleRadiansValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumHeightReferenceValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumHeightReferenceValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumInterpolatableIntervalListWriter,0,0,2,0,18,2,1,2,-1.0,1,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumInterpolatableIntervalListWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumWritingHelper,1,1,53,50,901,102,0,0,0.5283018867924528,0,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWritingHelper.java,12
java,cesiumlanguagewriter.advanced,ICesiumInterpolatablePropertyWriter,0,0,6,0,35,6,20,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumInterpolatablePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicRectangleRadiansValuePropertyWriter,0,0,4,0,32,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicRectangleRadiansValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumBooleanValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumBooleanValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumIntegerValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumIntegerValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumDoubleValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumDoubleValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumLabelStyleValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumLabelStyleValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartesian3ListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartesian3ListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumCartographicRectangleDegreesValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicRectangleDegreesValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumSensorVolumePortionToDisplayValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumSensorVolumePortionToDisplayValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumUnitSphericalListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumUnitSphericalListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumUnitSphericalValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUnitSphericalValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,ICesiumUnitSphericalListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUnitSphericalListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumHeightReferenceValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumHeightReferenceValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumUnitCartesian3ValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUnitCartesian3ValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,ICesiumSphericalListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumSphericalListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumStripeOrientationValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumStripeOrientationValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicDegreesListOfListsValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicDegreesListOfListsValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,ICesiumUriValuePropertyWriter,0,0,7,0,45,7,0,2,-1.0,0,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUriValuePropertyWriter.java,10
java,cesiumlanguagewriter.advanced,ICesiumReferenceListOfListsValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumReferenceListOfListsValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumCartesian2ListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartesian2ListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumNearFarScalarValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumNearFarScalarValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumIntervalListWriter,0,0,2,0,17,2,1,1,-1.0,4,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumIntervalListWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartesian2ListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartesian2ListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumVerticalOriginValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumVerticalOriginValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumPropertyWriter,0,0,6,0,33,6,34,1,-1.0,3,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumPropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumReferenceValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumReferenceValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumUriResolver,0,0,1,0,11,1,2,0,-1.0,1,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUriResolver.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicRadiansValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicRadiansValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumDoubleListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumDoubleListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumInterpolatablePropertyWriter,0,0,8,6,74,8,0,3,-1.0,0,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumInterpolatablePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartesian2ValuePropertyWriter,0,0,4,0,30,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartesian2ValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumCartographicDegreesListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicDegreesListValuePropertyAdaptor.java,8
java,agi.foundation,TypeLiteral,1,0,17,14,275,47,0,0,0.17647058823529413,1,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/src/agi/foundation/TypeLiteral.java,31
