Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
java,cesiumlanguagewriter,ConicSensorCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; InnerHalfAnglePropertyName; OuterHalfAnglePropertyName; MinimumClockAnglePropertyName; MaximumClockAnglePropertyName; RadiusPropertyName; ShowIntersectionPropertyName; IntersectionColorPropertyName; IntersectionWidthPropertyName; ShowLateralSurfacesPropertyName; LateralSurfaceMaterialPropertyName; ShowEllipsoidSurfacesPropertyName; EllipsoidSurfaceMaterialPropertyName; ShowEllipsoidHorizonSurfacesPropertyName; EllipsoidHorizonSurfaceMaterialPropertyName; ShowDomeSurfacesPropertyName; DomeSurfaceMaterialPropertyName; PortionToDisplayPropertyName; EnvironmentConstraintPropertyName; ShowEnvironmentOcclusionPropertyName; EnvironmentOcclusionMaterialPropertyName; ShowEnvironmentIntersectionPropertyName; EnvironmentIntersectionColorPropertyName; EnvironmentIntersectionWidthPropertyName; ShowThroughEllipsoidPropertyName; ShowViewshedPropertyName; ViewshedVisibleColorPropertyName; ViewshedOccludedColorPropertyName; ViewshedResolutionPropertyName; m_show; m_innerHalfAngle; m_outerHalfAngle; m_minimumClockAngle; m_maximumClockAngle; m_radius; m_showIntersection; m_intersectionColor; m_intersectionWidth; m_showLateralSurfaces; m_lateralSurfaceMaterial; m_showEllipsoidSurfaces; m_ellipsoidSurfaceMaterial; m_showEllipsoidHorizonSurfaces; m_ellipsoidHorizonSurfaceMaterial; m_showDomeSurfaces; m_domeSurfaceMaterial; m_portionToDisplay; m_environmentConstraint; m_showEnvironmentOcclusion; m_environmentOcclusionMaterial; m_showEnvironmentIntersection; m_environmentIntersectionColor; m_environmentIntersectionWidth; m_showThroughEllipsoid; m_showViewshed; m_viewshedVisibleColor; m_viewshedOccludedColor; m_viewshedResolution
java,cesiumlanguagewriter,ConicSensorCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 253 public methods
java,cesiumlanguagewriter,ClockStep,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,CustomPropertyCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BooleanPropertyName; BoundingRectanglePropertyName; CartesianPropertyName; CartographicRadiansPropertyName; CartographicDegreesPropertyName; Cartesian2PropertyName; UnitCartesianPropertyName; SphericalPropertyName; UnitSphericalPropertyName; RgbaPropertyName; RgbafPropertyName; ColorBlendModePropertyName; CornerTypePropertyName; HeightReferencePropertyName; HorizontalOriginPropertyName; LabelStylePropertyName; NumberPropertyName; NearFarScalarPropertyName; UnitQuaternionPropertyName; ShadowModePropertyName; StringPropertyName; StripeOrientationPropertyName; WsenPropertyName; WsenDegreesPropertyName; UriPropertyName; VerticalOriginPropertyName; DeletePropertyName; m_asBoolean; m_asBoundingRectangle; m_asCartesian; m_asCartographicRadians; m_asCartographicDegrees; m_asCartesian2; m_asUnitCartesian; m_asSpherical; m_asUnitSpherical; m_asRgba; m_asRgbaf; m_asColorBlendMode; m_asCornerType; m_asHeightReference; m_asHorizontalOrigin; m_asLabelStyle; m_asNumber; m_asNearFarScalar; m_asUnitQuaternion; m_asShadowMode; m_asString; m_asStripeOrientation; m_asWsen; m_asWsenDegrees; m_asUri; m_asVerticalOrigin
java,cesiumlanguagewriter,CustomPropertyCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 123 public methods
java,cesiumlanguagewriter,CesiumLabelStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,CesiumShadowMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,CesiumVerticalOrigin,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,DistanceDisplayConditionCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DistanceDisplayConditionPropertyName; ReferencePropertyName; DeletePropertyName; m_asDistanceDisplayCondition; m_asReference
java,cesiumlanguagewriter,AlignedAxisCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: UnitCartesianPropertyName; UnitSphericalPropertyName; ReferencePropertyName; VelocityReferencePropertyName; DeletePropertyName; m_asUnitCartesian; m_asUnitSpherical; m_asReference; m_asVelocityReference
java,cesiumlanguagewriter,AlignedAxisCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
java,cesiumlanguagewriter,CesiumClassificationType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,CheckerboardMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EvenColorPropertyName; OddColorPropertyName; RepeatPropertyName; m_evenColor; m_oddColor; m_repeat
java,cesiumlanguagewriter,CheckerboardMaterialCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 43 public methods
java,cesiumlanguagewriter,LeapSecond,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: YearMonthDay; JulianDate; GregorianDate; LeapSeconds; LeapSecond
java,cesiumlanguagewriter,PolygonCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; PositionsPropertyName; HolesPropertyName; ArcTypePropertyName; HeightPropertyName; HeightReferencePropertyName; ExtrudedHeightPropertyName; ExtrudedHeightReferencePropertyName; StRotationPropertyName; GranularityPropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; PerPositionHeightPropertyName; CloseTopPropertyName; CloseBottomPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; ClassificationTypePropertyName; ZIndexPropertyName; m_show; m_positions; m_holes; m_arcType; m_height; m_heightReference; m_extrudedHeight; m_extrudedHeightReference; m_stRotation; m_granularity; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_perPositionHeight; m_closeTop; m_closeBottom; m_shadows; m_distanceDisplayCondition; m_classificationType; m_zIndex
java,cesiumlanguagewriter,PolygonCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 193 public methods
java,cesiumlanguagewriter,CesiumLocalization,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
java,cesiumlanguagewriter,JulianDate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 48 public methods
java,cesiumlanguagewriter,ClockRange,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,EllipsoidCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; RadiiPropertyName; InnerRadiiPropertyName; MinimumClockPropertyName; MaximumClockPropertyName; MinimumConePropertyName; MaximumConePropertyName; HeightReferencePropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; StackPartitionsPropertyName; SlicePartitionsPropertyName; SubdivisionsPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; m_show; m_radii; m_innerRadii; m_minimumClock; m_maximumClock; m_minimumCone; m_maximumCone; m_heightReference; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_stackPartitions; m_slicePartitions; m_subdivisions; m_shadows; m_distanceDisplayCondition
java,cesiumlanguagewriter,EllipsoidCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 171 public methods
java,cesiumlanguagewriter,PolylineGlowMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ColorPropertyName; GlowPowerPropertyName; TaperPowerPropertyName; m_color; m_glowPower; m_taperPower
java,cesiumlanguagewriter,PolylineGlowMaterialCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 37 public methods
java,cesiumlanguagewriter,PolylineOutlineMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ColorPropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; m_color; m_outlineColor; m_outlineWidth
java,cesiumlanguagewriter,PolylineOutlineMaterialCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 42 public methods
java,cesiumlanguagewriter,CesiumHorizontalOrigin,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,UnitQuaternion,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
java,cesiumlanguagewriter,UnitQuaternion.Normalization,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,UnitQuaternion.Normalization,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter,DoubleCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NumberPropertyName; ReferencePropertyName; DeletePropertyName; m_asNumber; m_asReference
java,cesiumlanguagewriter,ShadowModeCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShadowModePropertyName; ReferencePropertyName; DeletePropertyName; m_asShadowMode; m_asReference
java,cesiumlanguagewriter,PositionCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ReferenceFramePropertyName; CartesianPropertyName; CartographicRadiansPropertyName; CartographicDegreesPropertyName; CartesianVelocityPropertyName; ReferencePropertyName; DeletePropertyName; m_asCartesian; m_asCartographicRadians; m_asCartographicDegrees; m_asCartesianVelocity; m_asReference
java,cesiumlanguagewriter,PositionCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
java,cesiumlanguagewriter,VerticalOriginCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VerticalOriginPropertyName; ReferencePropertyName; DeletePropertyName; m_asVerticalOrigin; m_asReference
java,cesiumlanguagewriter,Rectangular,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
java,cesiumlanguagewriter,RectangleCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; CoordinatesPropertyName; HeightPropertyName; HeightReferencePropertyName; ExtrudedHeightPropertyName; ExtrudedHeightReferencePropertyName; RotationPropertyName; StRotationPropertyName; GranularityPropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; ClassificationTypePropertyName; ZIndexPropertyName; m_show; m_coordinates; m_height; m_heightReference; m_extrudedHeight; m_extrudedHeightReference; m_rotation; m_stRotation; m_granularity; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_shadows; m_distanceDisplayCondition; m_classificationType; m_zIndex
java,cesiumlanguagewriter,RectangleCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 172 public methods
java,cesiumlanguagewriter,ColorBlendModeCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ColorBlendModePropertyName; ReferencePropertyName; DeletePropertyName; m_asColorBlendMode; m_asReference
java,cesiumlanguagewriter,CesiumArcType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,PolylineArrowMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ColorPropertyName; m_color
java,cesiumlanguagewriter,YearMonthDay,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
java,cesiumlanguagewriter,TimeStandard,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,PixelOffsetCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Cartesian2PropertyName; ReferencePropertyName; DeletePropertyName; m_asCartesian2; m_asReference
java,cesiumlanguagewriter,EllipseCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; SemiMajorAxisPropertyName; SemiMinorAxisPropertyName; HeightPropertyName; HeightReferencePropertyName; ExtrudedHeightPropertyName; ExtrudedHeightReferencePropertyName; RotationPropertyName; StRotationPropertyName; GranularityPropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; NumberOfVerticalLinesPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; ClassificationTypePropertyName; ZIndexPropertyName; m_show; m_semiMajorAxis; m_semiMinorAxis; m_height; m_heightReference; m_extrudedHeight; m_extrudedHeightReference; m_rotation; m_stRotation; m_granularity; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_numberOfVerticalLines; m_shadows; m_distanceDisplayCondition; m_classificationType; m_zIndex
java,cesiumlanguagewriter,EllipseCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 187 public methods
java,cesiumlanguagewriter,CesiumExtrapolationType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,SolidColorMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ColorPropertyName; m_color
java,cesiumlanguagewriter,ArticulationCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NumberPropertyName; ReferencePropertyName; DeletePropertyName; m_asNumber; m_asReference
java,cesiumlanguagewriter,PolylineDashMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ColorPropertyName; GapColorPropertyName; DashLengthPropertyName; DashPatternPropertyName; m_color; m_gapColor; m_dashLength; m_dashPattern
java,cesiumlanguagewriter,PolylineDashMaterialCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 52 public methods
java,cesiumlanguagewriter,ColorCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: RgbaPropertyName; RgbafPropertyName; ReferencePropertyName; DeletePropertyName; m_asRgba; m_asRgbaf; m_asReference
java,cesiumlanguagewriter,ColorCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
java,cesiumlanguagewriter,NearFarScalarCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NearFarScalarPropertyName; ReferencePropertyName; DeletePropertyName; m_asNearFarScalar; m_asReference
java,cesiumlanguagewriter,CesiumResourceBehavior,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,ClockCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CurrentTimePropertyName; MultiplierPropertyName; RangePropertyName; StepPropertyName
java,cesiumlanguagewriter,FontCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FontPropertyName; ReferencePropertyName; DeletePropertyName; m_asFont; m_asReference
java,cesiumlanguagewriter,LeapSeconds.LeapSecondComparer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java,cesiumlanguagewriter,LeapSeconds.LeapSecondComparer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter,DoubleListCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ArrayPropertyName; ReferencesPropertyName; DeletePropertyName; m_asArray; m_asReferences
java,cesiumlanguagewriter,UriCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: UriPropertyName; ReferencePropertyName; DeletePropertyName; m_asUri; m_asReference
java,cesiumlanguagewriter,HeightReferenceCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: HeightReferencePropertyName; ReferencePropertyName; DeletePropertyName; m_asHeightReference; m_asReference
java,cesiumlanguagewriter,NodeTransformationCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TranslationPropertyName; RotationPropertyName; ScalePropertyName; m_translation; m_rotation; m_scale
java,cesiumlanguagewriter,NodeTransformationCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
java,cesiumlanguagewriter,PolylineVolumeCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; PositionsPropertyName; ShapePropertyName; CornerTypePropertyName; GranularityPropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; m_show; m_positions; m_shape; m_cornerType; m_granularity; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_shadows; m_distanceDisplayCondition
java,cesiumlanguagewriter,PolylineVolumeCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 102 public methods
java,cesiumlanguagewriter,BoxCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; DimensionsPropertyName; HeightReferencePropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; m_show; m_dimensions; m_heightReference; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_shadows; m_distanceDisplayCondition
java,cesiumlanguagewriter,BoxCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 91 public methods
java,cesiumlanguagewriter,Iso8601Format,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,ArcTypeCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ArcTypePropertyName; ReferencePropertyName; DeletePropertyName; m_asArcType; m_asReference
java,cesiumlanguagewriter,ViewFromCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CartesianPropertyName; ReferencePropertyName; DeletePropertyName; m_asCartesian; m_asReference
java,cesiumlanguagewriter,PolylineCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; PositionsPropertyName; ArcTypePropertyName; WidthPropertyName; GranularityPropertyName; MaterialPropertyName; FollowSurfacePropertyName; ShadowsPropertyName; DepthFailMaterialPropertyName; DistanceDisplayConditionPropertyName; ClampToGroundPropertyName; ClassificationTypePropertyName; ZIndexPropertyName; m_show; m_positions; m_arcType; m_width; m_granularity; m_material; m_followSurface; m_shadows; m_depthFailMaterial; m_distanceDisplayCondition; m_clampToGround; m_classificationType; m_zIndex
java,cesiumlanguagewriter,PolylineCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 104 public methods
java,cesiumlanguagewriter,Matrix3By3,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 38 public methods
java,cesiumlanguagewriter,MaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SolidColorPropertyName; ImagePropertyName; GridPropertyName; StripePropertyName; CheckerboardPropertyName; m_solidColor; m_image; m_grid; m_stripe; m_checkerboard
java,cesiumlanguagewriter,GregorianDate,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: s_extraDateTimePatternTemplates; s_parseTimeFormatsTemplate; s_extraDateTimePatterns; s_parseTimeFormats; s_parseYearDayMonthFormats; s_parseYearMonthDayFormats; s_parseDayMonthYearFormats; s_parseMonthDayYearFormats; s_monthDayShortFormats; s_dayMonthShortFormats; MaxValue; MinValue; SecondsPerHour; SecondsPerMinute; m_yearMonthDay; m_hour; m_minute; m_second
java,cesiumlanguagewriter,GregorianDate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 52 public methods
java,cesiumlanguagewriter,GregorianDate.Parser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter,GregorianDate.Parser,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: s_extraDateTimePatternTemplates; s_parseTimeFormatsTemplate; s_extraDateTimePatterns; s_parseTimeFormats; s_parseYearDayMonthFormats; s_parseYearMonthDayFormats; s_parseDayMonthYearFormats; s_parseMonthDayYearFormats; s_monthDayShortFormats; s_dayMonthShortFormats
java,cesiumlanguagewriter,CesiumStripeOrientation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,PositionListCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ReferenceFramePropertyName; CartesianPropertyName; CartographicRadiansPropertyName; CartographicDegreesPropertyName; ReferencesPropertyName; DeletePropertyName; m_asCartesian; m_asCartographicRadians; m_asCartographicDegrees; m_asReferences
java,cesiumlanguagewriter,BillboardCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; ImagePropertyName; ScalePropertyName; PixelOffsetPropertyName; EyeOffsetPropertyName; HorizontalOriginPropertyName; VerticalOriginPropertyName; HeightReferencePropertyName; ColorPropertyName; RotationPropertyName; AlignedAxisPropertyName; SizeInMetersPropertyName; WidthPropertyName; HeightPropertyName; ScaleByDistancePropertyName; TranslucencyByDistancePropertyName; PixelOffsetScaleByDistancePropertyName; ImageSubRegionPropertyName; DistanceDisplayConditionPropertyName; DisableDepthTestDistancePropertyName; m_show; m_image; m_scale; m_pixelOffset; m_eyeOffset; m_horizontalOrigin; m_verticalOrigin; m_heightReference; m_color; m_rotation; m_alignedAxis; m_sizeInMeters; m_width; m_height; m_scaleByDistance; m_translucencyByDistance; m_pixelOffsetScaleByDistance; m_imageSubRegion; m_distanceDisplayCondition; m_disableDepthTestDistance
java,cesiumlanguagewriter,BillboardCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 213 public methods
java,cesiumlanguagewriter,PolylineMaterialCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SolidColorPropertyName; PolylineOutlinePropertyName; PolylineArrowPropertyName; PolylineDashPropertyName; PolylineGlowPropertyName; ImagePropertyName; GridPropertyName; StripePropertyName; CheckerboardPropertyName; m_solidColor; m_polylineOutline; m_polylineArrow; m_polylineDash; m_polylineGlow; m_image; m_grid; m_stripe; m_checkerboard
java,cesiumlanguagewriter,PolylineMaterialCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
java,cesiumlanguagewriter,Cartesian,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 35 public methods
java,cesiumlanguagewriter,CylinderCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; LengthPropertyName; TopRadiusPropertyName; BottomRadiusPropertyName; HeightReferencePropertyName; FillPropertyName; MaterialPropertyName; OutlinePropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; NumberOfVerticalLinesPropertyName; SlicesPropertyName; ShadowsPropertyName; DistanceDisplayConditionPropertyName; m_show; m_length; m_topRadius; m_bottomRadius; m_heightReference; m_fill; m_material; m_outline; m_outlineColor; m_outlineWidth; m_numberOfVerticalLines; m_slices; m_shadows; m_distanceDisplayCondition
java,cesiumlanguagewriter,CylinderCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 131 public methods
java,cesiumlanguagewriter,BooleanCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BooleanPropertyName; ReferencePropertyName; DeletePropertyName; m_asBoolean; m_asReference
java,cesiumlanguagewriter,EyeOffsetCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CartesianPropertyName; ReferencePropertyName; DeletePropertyName; m_asCartesian; m_asReference
